,bp,position,foot,a/w,d/w
12938,ST,RM LM,Right,Medium,Medium
12939,RM,RM LM,Left,Medium,Medium
12940,RW,RM LM,Right,High,Medium
12941,RM,RM LM,Right,Medium,Medium
12942,CAM,RM LM,Right,High,Medium
12943,RM,RM LM,Left,High,Medium
12944,CAM,RM LM,Right,Medium,Medium
12945,RM,RM LM,Right,Medium,Medium
12946,RM,RM LM,Right,Medium,Medium
12947,RM,RM LM,Right,High,Low
12948,CAM,RM LM,Left,Medium,Low
12949,LM,RM LM,Left,High,Medium
12950,CAM,RM LM,Left,Medium,Medium
12951,RM,RM LM,Right,Medium,Medium
12952,CAM,RM LM,Right,Medium,Medium
12953,LW,RM LM,Left,Medium,Low
12954,RM,RM LM,Right,High,Medium
12955,RM,RM LM,Right,High,Medium
12956,RM,RM LM,Right,High,Medium
12957,RM,RM LM,Right,High,Medium
12958,RM,RM LM,Right,Medium,Medium
12959,LM,RM LM,Left,Medium,Low
12960,RM,RM LM,Right,Medium,Medium
12961,CAM,RM LM,Right,High,Low
12962,RW,RM LM,Right,Medium,Medium
12963,RM,RM LM,Right,High,High
12964,CAM,RM LM,Right,Medium,Medium
12965,CAM,RM LM,Right,Medium,Medium
12966,RM,RM LM,Right,Medium,Medium
12967,RM,RM LM,Right,High,Medium
12968,CAM,RM LM,Right,Medium,Medium
12969,CAM,RM LM,Right,High,Medium
12970,RM,RM LM CAM,Right,High,Medium
12971,CAM,RM LM CAM,Left,High,Medium
12972,CAM,RM LM CAM,Right,Medium,Medium
12973,LM,RM LM CAM,Left,Medium,Medium
12974,RW,RM LM CAM,Right,High,Low
12975,CAM,RM LM CAM,Right,High,Medium
12976,CAM,RM LM CAM,Right,High,Medium
12977,RM,RM LM CAM,Right,High,Medium
12978,RM,RM LM CAM,Right,Medium,Medium
12979,LW,RM LM CAM,Left,High,Low
12980,RM,RM LM CAM,Right,Medium,Medium
12981,RM,RM LM CAM,Right,High,Low
12982,RM,RM LM CAM,Right,Medium,Low
12983,RM,RM LM CAM,Right,Medium,Medium
12984,RW,RM LM CAM,Right,High,Medium
12985,RM,RM LM CAM,Right,Medium,Medium
12986,RM,RM LM CAM,Right,High,Medium
12987,RM,RM LM CAM,Right,High,Low
12988,CAM,RM LM CAM,Left,High,High
12989,RM,RM LM CAM,Right,High,Medium
12990,RM,RM LM CAM,Right,Medium,Medium
12991,LM,RM LM CAM,Left,Medium,Medium
12992,RM,RM LM CAM,Right,High,Medium
12993,RM,RM LM CAM,Left,High,Medium
12994,RM,RM LM CAM,Right,Medium,Medium
12995,RM,RM LM CAM,Right,High,Medium
12996,LM,RM LM CAM,Left,High,High
12997,LM,RM LM CAM,Left,Medium,Medium
12998,CAM,RM LM CAM,Right,Medium,Medium
12999,RM,RM LM CAM,Right,High,Low
13000,RM,RM LM CAM,Left,High,Medium
13001,LM,RM LM CAM,Left,Medium,Medium
13002,RM,RM LM CAM,Right,High,Low
13003,RM,RM LM CDM,Right,Medium,Medium
13004,CAM,RM LM CDM,Right,Medium,Medium
13005,RM,RM LM CDM,Left,Medium,Medium
13006,RM,RM LM CF,Left,High,Medium
13007,CAM,RM LM CF,Left,Medium,Low
13008,RM,RM LM CF,Right,Medium,Medium
13009,LW,RM LM CF,Left,High,Low
13010,RM,RM LM CF,Right,High,Medium
13011,LW,RM LM CF,Left,Medium,Medium
13012,RM,RM LM CF,Right,Medium,Medium
13013,LM,RM LM CF,Left,High,Medium
13014,CAM,RM LM CM,Right,Medium,Medium
13015,RM,RM LM CM,Left,High,Medium
13016,RM,RM LM CM,Left,High,Medium
13017,RM,RM LM CM,Right,High,Medium
13018,RM,RM LM CM,Right,Medium,Medium
13019,CAM,RM LM CM,Left,High,High
13020,RM,RM LM CM,Right,Medium,High
13021,CAM,RM LM CM,Right,Medium,Medium
13022,RM,RM LM CM,Right,Medium,Medium
13023,CM,RM LM CM,Right,Medium,Medium
13024,CAM,RM LM CM,Right,Medium,Medium
13025,RM,RM LM CM,Right,Medium,Medium
13026,CAM,RM LM CM,Right,Medium,Medium
13027,RM,RM LM CM,Right,Medium,Medium
13028,RM,RM LM CM,Right,Medium,Medium
13029,RM,RM LM LB,Right,Medium,Low
13030,LM,RM LM LB,Left,Medium,Medium
13031,RM,RM LM LW,Right,High,Medium
13032,RM,RM LM LW,Left,Medium,Medium
13033,ST,RM LM LWB,Right,Medium,Medium
13034,RM,RM LM LWB,Left,High,Medium
13035,CAM,RM LM RB,Right,Medium,Medium
13036,RM,RM LM RB,Right,Medium,Medium
13037,LM,RM LM RB,Left,High,High
13038,RM,RM LM RB,Right,High,Medium
13039,RM,RM LM RB,Right,Medium,Medium
13040,LM,RM LM RW,Left,High,Medium
13041,RM,RM LM RW,Right,High,Medium
13042,RM,RM LM RW,Right,High,Medium
13043,RM,RM LM RW,Right,Medium,High
13044,RM,RM LM RW,Left,High,Medium
13045,RM,RM LM RW,Right,High,Medium
13046,RM,RM LM RW,Right,Medium,Medium
13047,LM,RM LM RW,Left,High,Medium
13048,LM,RM LM RW,Left,High,High
13049,LM,RM LM RW,Left,Medium,Low
13050,LM,RM LM RW,Left,High,Medium
13051,RM,RM LM RWB,Right,High,Medium
13052,RM,RM LM ST,Right,High,High
13053,CAM,RM LM ST,Right,Medium,Medium
13054,RM,RM LM ST,Right,High,Medium
13055,RW,RM LM ST,Right,High,Medium
13056,RM,RM LM ST,Right,Medium,Medium
13057,RM,RM LM ST,Right,Medium,Medium
13058,RM,RM LM ST,Right,High,Low
13059,CAM,RM LM ST,Left,High,Medium
13060,RM,RM LM ST,Right,High,Low
13061,RW,RM LM ST,Right,High,Medium
13062,RM,RM LM ST,Right,High,Medium
13063,ST,RM LM ST,Right,Medium,Medium
13064,ST,RM LM ST,Right,Medium,Low
13065,RM,RM LM ST,Right,Medium,Medium
13066,RM,RM LM ST,Right,Medium,Medium
13067,RM,RM LM ST,Right,Medium,Medium
13068,LM,RM LM ST,Left,Medium,Medium
13069,RW,RM LM ST,Right,High,Low
13070,RM,RM LM ST,Right,Medium,Medium
13071,CAM,RM LM ST,Left,Medium,Medium
13072,CAM,RM LM ST,Left,Medium,Low
13073,RM,RM LM ST,Right,High,Low
13074,LM,RM LM ST,Left,High,Medium
13075,RM,RM LM ST,Right,Medium,Medium
13076,ST,RM LM ST,Right,High,Medium
13077,CAM,RM LM ST,Right,High,Medium
13078,CAM,RM LM ST,Left,Medium,Medium
13079,RM,RM LM ST,Right,Medium,Low
13080,RM,RM LM ST,Right,Medium,Medium
13081,RM,RM LM ST,Right,Medium,Medium
13082,CAM,RM LM ST,Right,High,Medium
13083,RW,RM LM ST,Right,High,Medium
13084,ST,RM LM ST,Right,Medium,Medium
13085,RM,RM LM ST,Right,High,Medium
13086,RM,RM LW,Left,Medium,Low
13087,RM,RM LW,Right,High,Low
13088,LM,RM LW,Left,Medium,Medium
13089,RM,RM LW,Right,Medium,Medium
13090,RM,RM LW,Right,High,High
13091,RM,RM LW,Right,Medium,Medium
13092,RM,RM LW CAM,Left,Medium,Medium
13093,RM,RM LW RW,Right,High,Medium
13094,RM,RM LW RW,Right,Medium,Low
13095,RW,RM LW RW,Right,High,Medium
13096,ST,RM LW ST,Right,High,Medium
13097,RM,RM LWB,Left,High,High
13098,RM,RM RB,Right,Medium,Medium
13099,RM,RM RB,Right,Medium,Medium
13100,RW,RM RB,Right,Medium,High
13101,RM,RM RB,Right,Medium,High
13102,RM,RM RB,Right,High,Medium
13103,RM,RM RB,Right,High,High
13104,RWB,RM RB,Right,Medium,Medium
13105,CDM,RM RB,Right,High,Medium
13106,RWB,RM RB,Right,High,High
13107,RM,RM RB,Right,High,High
13108,RM,RM RB,Right,Medium,Medium
13109,RM,RM RB,Right,High,Medium
13110,RM,RM RB,Right,Medium,Medium
13111,RWB,RM RB,Right,Medium,Medium
13112,CAM,RM RB,Right,High,Medium
13113,RM,RM RB,Right,Medium,Medium
13114,RWB,RM RB,Right,Medium,High
13115,RM,RM RB,Right,High,Medium
13116,RM,RM RB,Right,High,Medium
13117,RM,RM RB,Right,High,Medium
13118,RM,RM RB,Right,Medium,Medium
13119,RM,RM RB,Right,Medium,High
13120,RM,RM RB,Right,Medium,Medium
13121,RM,RM RB,Right,Medium,Medium
13122,RWB,RM RB,Right,Medium,Medium
13123,RM,RM RB,Right,High,High
13124,RM,RM RB,Right,Medium,Medium
13125,RM,RM RB,Right,Medium,Low
13126,RM,RM RB,Right,Medium,Medium
13127,RM,RM RB,Right,High,Medium
13128,RM,RM RB,Right,Medium,Medium
13129,RM,RM RB,Right,Medium,High
13130,RWB,RM RB,Right,Medium,Medium
13131,RM,RM RB,Right,Medium,Medium
13132,RM,RM RB,Right,Medium,Medium
13133,RM,RM RB,Right,Medium,Medium
13134,RM,RM RB,Right,Medium,Medium
13135,CAM,RM RB,Right,Medium,Medium
13136,RM,RM RB,Right,Medium,High
13137,RWB,RM RB,Right,Medium,Medium
13138,RM,RM RB,Right,High,Medium
13139,RM,RM RB,Right,High,High
13140,RM,RM RB,Right,Medium,Medium
13141,RM,RM RB,Right,Medium,Medium
13142,RWB,RM RB,Right,Medium,High
13143,RM,RM RB,Right,Medium,Medium
13144,RM,RM RB,Right,Medium,Medium
13145,RM,RM RB,Right,Medium,Medium
13146,RM,RM RB CAM,Right,Medium,Medium
13147,CB,RM RB CB,Right,High,High
13148,RM,RM RB CM,Right,Medium,Medium
13149,RM,RM RB LB,Right,Medium,High
13150,RM,RM RB LB,Right,Medium,Medium
13151,RWB,RM RB LB,Right,Medium,High
13152,RM,RM RB LM,Right,High,Medium
13153,RM,RM RB LM,Right,Medium,Medium
13154,LM,RM RB LM,Left,Medium,Medium
13155,RM,RM RB RWB,Right,Medium,Medium
13156,RM,RM RB RWB,Right,Medium,Medium
13157,RM,RM RB ST,Right,Medium,High
13158,RM,RM RW,Right,Medium,Medium
13159,ST,RM RW,Left,Medium,Medium
13160,RM,RM RW,Right,High,High
13161,RM,RM RW,Right,Medium,Medium
13162,RM,RM RW,Right,Medium,Medium
13163,RM,RM RW,Right,Medium,Medium
13164,RM,RM RW,Right,High,Medium
13165,RM,RM RW,Right,High,Medium
13166,LM,RM RW,Left,High,Medium
13167,RM,RM RW,Right,Medium,Medium
13168,RW,RM RW,Right,Medium,Medium
13169,RM,RM RW,Right,High,Medium
13170,RM,RM RW,Right,Medium,Medium
13171,RM,RM RW,Right,Medium,Medium
13172,RM,RM RW,Right,Medium,Medium
13173,LW,RM RW,Left,Medium,Low
13174,RM,RM RW,Right,Medium,Medium
13175,RW,RM RW,Right,High,Low
13176,LM,RM RW,Left,High,Medium
13177,RM,RM RW,Right,Medium,Medium
13178,CAM,RM RW,Left,Medium,Medium
13179,CAM,RM RW,Left,Medium,Medium
13180,RM,RM RW,Right,Medium,Medium
13181,RM,RM RW,Right,High,Medium
13182,RM,RM RW,Right,Medium,Medium
13183,ST,RM RW,Right,Medium,Medium
13184,RM,RM RW,Right,Medium,Low
13185,RM,RM RW,Right,Medium,Medium
13186,LM,RM RW,Left,High,Medium
13187,CAM,RM RW,Right,Medium,Medium
13188,RM,RM RW,Right,High,Medium
13189,RM,RM RW,Right,High,High
13190,RM,RM RW,Right,Medium,Medium
13191,LM,RM RW,Left,Medium,Medium
13192,RM,RM RW,Right,High,Low
13193,RM,RM RW,Right,Medium,Medium
13194,RM,RM RW,Right,High,Medium
13195,RM,RM RW,Right,Medium,High
13196,CAM,RM RW,Right,Medium,Medium
13197,CAM,RM RW,Left,Medium,Medium
13198,RM,RM RW,Left,Medium,Medium
13199,RM,RM RW,Right,High,Low
13200,CAM,RM RW,Left,Medium,Medium
13201,LM,RM RW,Left,Medium,Medium
13202,RM,RM RW,Right,High,Medium
13203,RM,RM RW,Right,High,Medium
13204,RM,RM RW,Right,High,High
13205,RM,RM RW,Right,Medium,Medium
13206,RM,RM RW,Right,High,Medium
13207,LM,RM RW,Left,High,Medium
13208,RM,RM RW,Left,Medium,Medium
13209,RM,RM RW,Right,Medium,Low
13210,RM,RM RW,Right,High,Medium
13211,RM,RM RW,Right,Medium,Medium
13212,RM,RM RW,Right,High,Medium
13213,ST,RM RW,Right,High,Medium
13214,RM,RM RW,Right,High,High
13215,LM,RM RW,Left,Medium,Medium
13216,CF,RM RW,Left,High,Medium
13217,RM,RM RW,Right,Medium,Medium
13218,RM,RM RW,Left,High,Medium
13219,RM,RM RW,Right,High,Medium
13220,RM,RM RW,Right,Medium,Medium
13221,RM,RM RW,Right,High,Low
13222,LW,RM RW,Left,Medium,Low
13223,RM,RM RW,Right,Medium,Medium
13224,RM,RM RW,Right,High,Medium
13225,LM,RM RW,Left,High,Medium
13226,RM,RM RW CAM,Right,High,High
13227,CAM,RM RW CAM,Left,High,Low
13228,RM,RM RW CAM,Right,High,Low
13229,RM,RM RW CAM,Left,Medium,Low
13230,LM,RM RW CAM,Left,Medium,Medium
13231,RM,RM RW CF,Right,High,Medium
13232,LM,RM RW CF,Left,High,Medium
13233,RM,RM RW CF,Right,High,Medium
13234,RM,RM RW CF,Right,High,Medium
13235,CAM,RM RW CM,Right,High,High
13236,RM,RM RW CM,Right,Medium,Low
13237,ST,RM RW CM,Right,High,Medium
13238,RM,RM RW CM,Right,Medium,Medium
13239,RM,RM RW LM,Right,Medium,Medium
13240,RM,RM RW LM,Right,Medium,Medium
13241,RM,RM RW LM,Right,High,Medium
13242,RM,RM RW LM,Left,High,Medium
13243,RM,RM RW LM,Right,High,Medium
13244,RM,RM RW LM,Right,High,Medium
13245,RM,RM RW LM,Right,Medium,Low
13246,RM,RM RW LM,Left,Medium,Low
13247,RM,RM RW LM,Right,High,Medium
13248,RM,RM RW LM,Right,High,Low
13249,LM,RM RW LM,Left,Medium,Medium
13250,RM,RM RW LW,Left,High,High
13251,RW,RM RW LW,Right,Medium,Medium
13252,CAM,RM RW LW,Left,High,Medium
13253,RM,RM RW LW,Right,High,High
13254,RM,RM RW RB,Right,Medium,Medium
13255,RM,RM RW ST,Right,High,Medium
13256,RM,RM RW ST,Right,High,Medium
13257,RM,RM RW ST,Right,High,Low
13258,RM,RM RW ST,Right,Medium,Medium
13259,RM,RM RW ST,Right,High,Medium
13260,RM,RM RW ST,Right,Medium,Medium
13261,CAM,RM RW ST,Left,Medium,Low
13262,ST,RM RW ST,Right,High,Medium
13263,RM,RM RW ST,Left,High,Medium
13264,ST,RM RW ST,Right,Medium,Medium
13265,ST,RM RW ST,Right,High,Medium
13266,ST,RM RWB,Right,High,High
13267,RM,RM RWB,Right,High,High
13268,RM,RM RWB,Right,Medium,Medium
13269,RM,RM RWB,Right,Medium,Medium
13270,RM,RM RWB,Right,High,High
13271,RM,RM RWB,Right,High,High
13272,RM,RM RWB,Right,High,Medium
13273,RM,RM RWB CAM,Right,High,Medium
13274,RM,RM RWB LM,Right,High,Medium
13275,RM,RM RWB LM,Left,High,Medium
13276,RM,RM RWB RB,Right,Medium,Medium
13277,CB,RM RWB RB,Right,High,High
13278,RM,RM RWB RB,Right,High,High
13279,RM,RM RWB RB,Right,Medium,Medium
13280,RM,RM RWB ST,Right,High,Medium
13281,ST,RM ST,Right,High,Medium
13282,RM,RM ST,Left,High,High
13283,RM,RM ST,Left,High,Medium
13284,LM,RM ST,Left,High,Medium
13285,RM,RM ST,Right,High,Medium
13286,RM,RM ST,Right,Medium,High
13287,RM,RM ST,Right,High,Medium
13288,CAM,RM ST,Right,Medium,Medium
13289,CAM,RM ST,Right,High,Medium
13290,CAM,RM ST,Left,Medium,Medium
13291,RM,RM ST,Right,Medium,Medium
13292,ST,RM ST,Right,Medium,Medium
13293,RM,RM ST,Right,Medium,Medium
13294,ST,RM ST,Right,High,Medium
13295,RM,RM ST,Right,High,High
13296,RM,RM ST,Left,Medium,Low
13297,ST,RM ST,Left,Medium,Medium
13298,RM,RM ST,Right,Medium,Low
13299,RM,RM ST,Right,High,Low
13300,RM,RM ST,Right,Medium,Medium
13301,RM,RM ST,Right,High,Medium
13302,RM,RM ST,Right,Medium,Medium
13303,RM,RM ST,Right,Medium,Medium
13304,ST,RM ST,Right,High,High
13305,LM,RM ST,Left,High,Medium
13306,LM,RM ST,Left,High,Medium
13307,RM,RM ST,Left,High,Low
13308,ST,RM ST,Right,Medium,Medium
13309,RW,RM ST,Right,High,Low
13310,LM,RM ST,Left,Medium,Medium
13311,RM,RM ST,Right,High,Low
13312,ST,RM ST,Right,Medium,Low
13313,RM,RM ST,Right,Medium,Medium
13314,RM,RM ST,Right,High,Medium
13315,ST,RM ST,Right,High,Low
13316,RM,RM ST,Right,Medium,Medium
13317,ST,RM ST,Right,Medium,Medium
13318,RM,RM ST,Right,Medium,Medium
13319,RM,RM ST,Right,High,Medium
13320,RM,RM ST,Left,Medium,Medium
13321,RM,RM ST,Right,Medium,Medium
13322,CAM,RM ST,Left,Medium,Low
13323,RW,RM ST,Right,Medium,Medium
13324,RM,RM ST,Right,Medium,Low
13325,RM,RM ST,Right,Medium,Medium
13326,ST,RM ST,Right,Medium,Medium
13327,RM,RM ST,Right,High,High
13328,CAM,RM ST,Right,Medium,Medium
13329,CAM,RM ST,Right,High,Medium
13330,RM,RM ST,Right,High,Medium
13331,ST,RM ST,Right,High,Low
13332,RM,RM ST,Right,High,Medium
13333,RM,RM ST,Right,High,Low
13334,RM,RM ST,Right,Medium,Medium
13335,CAM,RM ST,Left,High,Medium
13336,RM,RM ST,Right,Medium,Low
13337,ST,RM ST,Right,Medium,Low
13338,RM,RM ST,Right,Medium,Medium
13339,RM,RM ST,Right,Medium,Low
13340,CAM,RM ST,Left,Medium,Low
13341,RM,RM ST,Right,High,Medium
13342,ST,RM ST,Right,Medium,Medium
13343,RM,RM ST,Right,Medium,Medium
13344,LM,RM ST CAM,Left,Medium,Medium
13345,RM,RM ST CAM,Right,Medium,Medium
13346,RM,RM ST CAM,Right,High,High
13347,RM,RM ST CAM,Right,High,Medium
13348,RM,RM ST CAM,Right,High,Medium
13349,LW,RM ST CAM,Left,High,Medium
13350,LW,RM ST CF,Left,Medium,Low
13351,RM,RM ST LM,Right,Medium,Medium
13352,RM,RM ST LM,Left,High,Medium
13353,ST,RM ST LM,Right,High,Medium
13354,CAM,RM ST LM,Right,High,Medium
13355,RM,RM ST LM,Left,High,Medium
13356,RM,RM ST LM,Right,High,Low
13357,RM,RM ST LM,Right,Medium,Medium
13358,RM,RM ST LM,Right,High,Medium
13359,RM,RM ST LM,Right,Medium,Medium
13360,RM,RM ST LM,Right,High,Medium
13361,RM,RM ST LM,Right,High,Medium
13362,ST,RM ST LM,Right,Medium,Medium
13363,RM,RM ST LM,Right,High,High
13364,RM,RM ST LM,Right,High,Medium
13365,RM,RM ST LM,Right,Medium,Medium
13366,RM,RM ST LM,Right,High,Low
13367,ST,RM ST LM,Right,Medium,Medium
13368,RM,RM ST LM,Right,Medium,Medium
13369,RM,RM ST LM,Right,High,High
13370,RM,RM ST LM,Right,Medium,Low
13371,CAM,RM ST LM,Left,High,Low
13372,ST,RM ST LM,Right,Medium,Medium
13373,RM,RM ST LM,Right,High,High
13374,RM,RM ST LM,Right,Medium,Medium
13375,RM,RM ST LW,Left,High,Low
13376,LW,RM ST RW,Left,High,Low
13377,RM,RM ST RW,Right,High,Medium
13378,ST,RM ST RW,Right,Medium,Low
13379,RM,RM ST RW,Right,High,Medium
13380,RM,RM ST RW,Right,High,Low
13381,RW,RW,Left,High,Medium
13382,RM,RW,Right,Medium,High
13383,RW,RW,Right,Medium,Medium
13384,RM,RW,Right,High,Medium
13385,RM,RW,Right,High,Medium
13386,RW,RW,Right,High,Medium
13387,RW,RW,Left,Medium,Medium
13388,RM,RW,Right,Medium,Low
13389,RW,RW,Right,Medium,Medium
13390,LM,RW,Left,Medium,Medium
13391,RW,RW,Left,Medium,Low
13392,RW,RW,Right,Medium,Medium
13393,RW,RW,Right,High,Low
13394,CAM,RW,Left,Medium,Medium
13395,RM,RW,Right,High,Medium
13396,ST,RW,Right,Medium,Low
13397,ST,RW,Right,High,Low
13398,RW,RW,Left,High,Medium
13399,RM,RW,Right,High,Medium
13400,ST,RW,Left,High,Low
13401,LM,RW,Left,High,Low
13402,RM,RW,Right,Medium,Medium
13403,LM,RW,Left,Medium,Medium
13404,LW,RW,Left,Medium,Medium
13405,RM,RW,Right,High,Medium
13406,RW,RW,Left,Medium,Medium
13407,LW,RW,Left,High,Medium
13408,RM,RW,Right,Medium,Medium
13409,ST,RW,Right,Medium,Medium
13410,RM,RW,Right,High,Low
13411,RW,RW,Right,High,Low
13412,RM,RW,Right,Medium,Low
13413,RW,RW,Right,Medium,Medium
13414,CAM,RW,Left,Medium,Medium
13415,LM,RW,Left,High,Medium
13416,RM,RW,Right,Medium,Medium
13417,ST,RW,Right,Medium,Medium
13418,ST,RW,Right,High,Medium
13419,RW,RW,Right,High,Low
13420,RM,RW,Right,Medium,Medium
13421,RW,RW,Right,High,Medium
13422,RW,RW,Right,Medium,Medium
13423,LM,RW,Left,Medium,Low
13424,CAM,RW,Right,High,High
13425,LM,RW,Left,High,Medium
13426,RW,RW,Right,High,Low
13427,RW,RW,Right,Medium,Medium
13428,RM,RW,Right,High,Low
13429,RM,RW,Right,Medium,Medium
13430,CAM,RW,Left,Medium,Medium
13431,CAM,RW,Left,High,Low
13432,CAM,RW,Right,High,Medium
13433,ST,RW,Right,Medium,Medium
13434,LM,RW,Left,High,Medium
13435,LM,RW,Left,High,Low
13436,RW,RW,Right,High,Low
13437,RW,RW,Right,Medium,Medium
13438,RM,RW,Right,Medium,Medium
13439,RM,RW,Right,Medium,Medium
13440,CAM,RW,Right,Medium,Medium
13441,RM,RW,Right,Medium,Medium
13442,ST,RW,Right,Medium,Medium
13443,ST,RW,Right,High,Medium
13444,RW,RW,Right,High,Medium
13445,RM,RW,Right,Medium,Medium
13446,RW,RW,Right,Medium,Medium
13447,ST,RW,Right,Medium,Medium
13448,CAM,RW,Left,Medium,Medium
13449,LM,RW,Left,High,Low
13450,RM,RW,Right,High,High
13451,CAM,RW,Right,High,Medium
13452,CAM,RW,Left,Medium,Medium
13453,RW,RW,Right,Medium,Medium
13454,RW,RW,Right,Medium,Medium
13455,RW,RW,Right,High,Medium
13456,RW,RW,Right,High,High
13457,RM,RW,Right,High,Low
13458,RM,RW,Right,High,Medium
13459,RM,RW,Right,Medium,Medium
13460,RW,RW,Right,Medium,Medium
13461,RM,RW,Right,High,Medium
13462,RW,RW,Left,High,Medium
13463,LW,RW,Left,Medium,Medium
13464,RM,RW,Right,Medium,Medium
13465,RW,RW,Right,High,Low
13466,RM,RW,Right,Medium,Medium
13467,CAM,RW,Left,Medium,Low
13468,ST,RW,Right,High,Medium
13469,ST,RW,Right,Medium,Medium
13470,RW,RW,Right,High,Low
13471,CAM,RW,Left,High,Low
13472,RM,RW,Right,High,Medium
13473,RM,RW,Right,Medium,Medium
13474,RW,RW,Right,High,Medium
13475,RM,RW,Right,Medium,Medium
13476,RW,RW,Right,Medium,Medium
13477,CAM,RW,Left,Medium,Medium
13478,ST,RW,Right,Medium,Medium
13479,LW,RW,Left,Medium,Medium
13480,LM,RW,Left,High,Medium
13481,CAM,RW,Right,Medium,Low
13482,RW,RW,Left,Medium,Medium
13483,RM,RW,Right,High,Medium
13484,RM,RW,Right,Medium,Medium
13485,RW,RW,Right,Medium,Medium
13486,CAM,RW CAM,Right,High,Medium
13487,RW,RW CAM,Left,High,Medium
13488,RW,RW CAM,Left,Medium,Low
13489,CAM,RW CAM,Left,High,Medium
13490,CAM,RW CAM,Left,High,Medium
13491,RM,RW CAM,Right,High,Medium
13492,CAM,RW CAM,Left,High,Low
13493,LM,RW CAM,Left,High,Medium
13494,RW,RW CAM,Right,High,Medium
13495,RW,RW CAM,Right,Medium,Medium
13496,RW,RW CAM,Right,High,Medium
13497,RW,RW CAM,Right,Medium,Medium
13498,CAM,RW CAM,Right,Medium,Low
13499,RM,RW CAM,Right,High,High
13500,LM,RW CAM,Left,High,Medium
13501,CAM,RW CAM,Left,Medium,Medium
13502,CAM,RW CAM,Left,Medium,Medium
13503,CAM,RW CAM,Right,Medium,Medium
13504,ST,RW CAM,Right,Medium,Medium
13505,CAM,RW CAM,Left,Medium,Medium
13506,CAM,RW CAM,Left,Medium,Low
13507,RM,RW CAM,Right,Medium,Medium
13508,RW,RW CAM CM,Left,High,High
13509,RW,RW CAM CM,Right,Medium,Medium
13510,RM,RW CAM LM,Right,High,Low
13511,RM,RW CAM LW,Right,Medium,High
13512,LM,RW CAM LW,Left,Medium,Medium
13513,CAM,RW CAM LW,Right,High,Medium
13514,CAM,RW CAM RM,Right,Medium,Low
13515,RW,RW CAM RM,Left,Medium,Low
13516,RW,RW CAM ST,Right,Medium,Low
13517,RM,RW CF,Right,Medium,Low
13518,LW,RW CF,Left,Medium,Medium
13519,RM,RW CF,Right,Medium,Low
13520,CAM,RW CF,Left,High,Medium
13521,CAM,RW CF CAM,Left,High,Low
13522,CAM,RW CF LW,Right,High,Low
13523,CAM,RW CM,Right,High,Medium
13524,CAM,RW CM,Left,Medium,Medium
13525,RM,RW CM,Right,High,Medium
13526,RM,RW CM,Right,Medium,Medium
13527,RM,RW CM,Right,High,High
13528,RM,RW CM,Right,Medium,Medium
13529,RM,RW CM,Right,High,Medium
13530,LM,RW CM,Left,Medium,Medium
13531,LM,RW CM,Left,Medium,Medium
13532,CAM,RW CM CAM,Left,High,Medium
13533,RW,RW CM LW,Right,Medium,Medium
13534,LM,RW LB,Left,High,Medium
13535,RW,RW LB,Left,Medium,Medium
13536,RW,RW LM,Right,Medium,Medium
13537,RW,RW LM,Right,High,Medium
13538,RM,RW LM CAM,Right,Medium,Medium
13539,RM,RW LM LW,Right,High,Medium
13540,RM,RW LM LW,Right,High,High
13541,RW,RW LM ST,Right,Medium,Medium
13542,RW,RW LW,Left,Medium,Low
13543,ST,RW LW,Right,High,High
13544,RW,RW LW,Right,Medium,Medium
13545,RW,RW LW,Right,High,Low
13546,CAM,RW LW,Right,High,Low
13547,LM,RW LW,Left,High,High
13548,RW,RW LW,Right,High,Medium
13549,RW,RW LW,Left,Medium,Low
13550,RM,RW LW,Right,Medium,Medium
13551,RW,RW LW,Right,High,High
13552,RW,RW LW,Right,High,Medium
13553,RW,RW LW,Right,High,Medium
13554,RW,RW LW,Left,High,Medium
13555,RW,RW LW,Right,Medium,Medium
13556,RW,RW LW,Right,Medium,Medium
13557,RM,RW LW,Right,Medium,Medium
13558,LM,RW LW,Left,Medium,Medium
13559,RM,RW LW,Right,High,Medium
13560,RM,RW LW,Right,High,Medium
13561,CAM,RW LW,Left,Medium,Low
13562,RM,RW LW,Right,Medium,Medium
13563,RM,RW LW,Right,High,Medium
13564,RM,RW LW,Right,Medium,Medium
13565,RM,RW LW,Right,Medium,Medium
13566,RW,RW LW,Right,High,Medium
13567,LM,RW LW,Left,Medium,Medium
13568,CAM,RW LW,Left,Medium,Medium
13569,LM,RW LW,Left,Medium,Medium
13570,CAM,RW LW,Right,High,Low
13571,CAM,RW LW,Right,High,High
13572,RM,RW LW,Right,High,Medium
13573,CAM,RW LW,Right,High,Low
13574,LM,RW LW,Left,Medium,Low
13575,RW,RW LW,Right,High,Medium
13576,ST,RW LW,Right,Medium,Medium
13577,RW,RW LW,Right,Medium,Medium
13578,LM,RW LW,Left,Medium,Medium
13579,LM,RW LW,Left,Medium,Medium
13580,RW,RW LW,Right,High,Medium
13581,RM,RW LW,Right,High,Medium
13582,RM,RW LW,Right,Medium,Medium
13583,LM,RW LW,Left,Medium,Low
13584,RW,RW LW,Right,Medium,Low
13585,RW,RW LW,Right,Medium,Medium
13586,RM,RW LW,Right,High,Low
13587,RW,RW LW,Right,High,Medium
13588,CAM,RW LW,Left,Medium,Low
13589,RM,RW LW,Right,High,Medium
13590,CAM,RW LW,Right,High,Low
