,bov,attacking,skill,agility,power,mentality,defending,goalkeeping,total_stats
13431,75,313,330,86.0,319,305,127,57,1861
13432,75,311,345,90.0,319,318,113,51,1868
13433,64,297,289,64.0,287,249,91,34,1582
13434,70,273,353,86.0,276,240,82,45,1672
13435,75,338,340,86.0,347,307,121,46,1900
13436,69,306,302,75.0,290,232,87,58,1644
13437,58,263,258,63.0,239,225,96,46,1429
13438,64,272,273,80.0,271,254,93,45,1564
13439,63,254,267,61.0,282,265,94,43,1521
13440,56,242,221,71.0,253,222,85,50,1400
13441,69,293,296,84.0,312,236,61,47,1631
13442,68,311,277,78.0,325,225,67,47,1622
13443,65,279,245,57.0,295,294,125,52,1657
13444,70,315,293,79.0,358,242,99,48,1738
13445,70,308,312,74.0,298,248,63,54,1655
13446,61,253,249,86.0,282,216,75,50,1519
13447,63,297,288,62.0,298,216,98,53,1556
13448,64,260,298,77.0,231,225,73,47,1485
13449,69,264,324,78.0,329,280,121,49,1746
13450,61,242,265,70.0,328,269,149,48,1669
13451,74,294,331,87.0,309,294,167,50,1849
13452,82,362,401,92.0,366,306,66,53,1978
13453,59,255,242,66.0,287,217,66,51,1448
13454,62,274,277,81.0,236,213,100,46,1513
13455,55,238,225,77.0,226,183,72,43,1346
13456,80,344,389,80.0,372,347,170,50,2077
13457,72,273,290,84.0,299,232,70,55,1631
13458,60,262,260,70.0,260,224,90,52,1475
13459,51,206,204,57.0,221,194,67,47,1243
13460,50,210,214,68.0,198,175,50,52,1207
13461,72,279,286,88.0,242,206,76,53,1555
13462,74,346,346,78.0,382,339,127,55,1979
13463,52,222,222,64.0,255,214,69,54,1333
13464,58,254,258,60.0,265,211,90,40,1431
13465,57,203,253,72.0,253,208,93,54,1420
13466,62,245,287,82.0,246,187,66,50,1439
13467,81,328,375,80.0,328,281,98,47,1839
13468,63,290,268,65.0,304,235,67,59,1547
13469,72,318,275,71.0,368,296,62,55,1757
13470,74,293,330,93.0,300,248,72,56,1729
13471,60,269,281,59.0,236,225,80,60,1463
13472,73,310,325,76.0,350,276,130,37,1817
13473,65,233,268,82.0,277,244,75,40,1511
13474,72,302,369,79.0,302,267,71,52,1725
13475,60,243,240,76.0,281,208,90,50,1470
13476,64,297,289,69.0,284,230,101,46,1570
13477,68,299,307,77.0,297,264,97,45,1682
13478,48,215,194,50.0,235,190,100,55,1243
13479,73,330,373,82.0,339,284,81,54,1838
13480,65,291,285,64.0,244,227,84,50,1524
13481,68,283,289,76.0,255,252,86,42,1589
13482,58,208,269,87.0,216,199,67,46,1399
13483,53,223,221,59.0,206,201,69,50,1270
13484,58,239,252,69.0,256,214,90,40,1410
13485,59,245,240,60.0,264,213,82,51,1415
13486,60,252,265,64.0,260,235,117,52,1510
13487,81,368,404,78.0,312,337,163,58,2025
13488,74,318,380,85.0,329,290,94,56,1845
13489,82,360,417,80.0,345,272,91,56,1934
13490,74,318,361,89.0,286,278,96,46,1771
13491,72,302,329,78.0,355,295,152,48,1866
13492,59,231,277,75.0,249,216,107,51,1467
13493,81,321,356,64.0,364,330,172,44,1958
13494,64,273,292,80.0,309,256,78,50,1626
13495,67,315,337,80.0,357,328,106,63,1867
13496,69,312,347,78.0,314,267,126,54,1794
13497,60,258,273,72.0,241,224,67,59,1458
13498,64,268,307,65.0,303,242,109,57,1609
13499,63,248,227,87.0,312,227,52,55,1535
13500,74,274,370,56.0,351,306,133,52,1857
13501,76,349,394,74.0,332,321,92,56,1878
13502,64,241,315,86.0,264,232,119,43,1594
13503,73,342,364,69.0,283,289,102,49,1768
13504,60,257,248,72.0,253,210,70,56,1429
13505,74,326,362,76.0,333,310,126,58,1878
13506,67,307,352,71.0,293,288,108,53,1739
13507,62,244,278,74.0,252,238,123,50,1537
13508,87,371,411,94.0,350,356,148,54,2124
13509,67,281,335,68.0,356,266,132,61,1767
13510,65,278,262,73.0,286,221,79,60,1559
13511,74,320,359,83.0,316,304,179,48,1905
13512,61,284,287,50.0,254,218,83,44,1493
13513,71,302,343,72.0,316,276,107,34,1739
13514,72,306,348,83.0,352,310,156,41,1890
13515,75,305,360,86.0,305,294,129,45,1848
13516,74,342,341,88.0,340,318,118,40,1916
13517,68,276,273,84.0,312,240,75,62,1640
13518,69,300,321,90.0,313,267,100,46,1741
13519,61,268,260,76.0,293,277,110,56,1622
13520,70,311,364,86.0,285,295,93,43,1776
13521,68,307,328,67.0,253,244,122,58,1637
13522,69,303,319,68.0,315,256,127,43,1704
13523,67,286,290,75.0,273,291,129,46,1676
13524,63,257,285,82.0,266,258,138,45,1627
13525,59,245,264,67.0,270,270,157,59,1602
13526,56,219,225,65.0,260,207,70,49,1369
13527,66,281,289,66.0,330,313,174,48,1779
13528,64,240,266,84.0,296,267,138,50,1645
13529,73,266,309,81.0,338,305,175,49,1836
13530,70,296,328,75.0,330,312,163,51,1851
13531,68,274,319,82.0,312,262,103,57,1692
13532,74,317,367,68.0,338,329,176,50,1928
13533,78,356,341,69.0,355,382,202,51,2061
13534,78,349,364,76.0,363,361,226,65,2108
13535,73,341,328,77.0,361,340,158,52,1972
13536,65,277,284,71.0,330,235,84,57,1606
13537,64,260,257,85.0,316,278,101,58,1647
13538,69,259,305,90.0,307,248,104,60,1691
13539,68,282,308,75.0,319,271,130,48,1718
13540,73,320,297,69.0,361,290,102,43,1790
13541,63,282,296,85.0,301,250,95,46,1654
13542,70,319,359,77.0,302,254,110,56,1771
13543,84,402,385,79.0,415,396,174,53,2216
13544,63,290,290,71.0,261,237,91,59,1566
13545,59,250,238,69.0,293,246,120,46,1535
13546,66,247,300,79.0,310,253,82,59,1630
13547,74,313,313,89.0,352,341,169,57,1960
13548,72,333,323,80.0,335,283,121,56,1845
13549,68,287,303,81.0,314,225,89,49,1657
13550,80,352,374,87.0,341,303,93,42,1929
13551,80,357,372,81.0,323,329,112,52,1934
13552,60,257,279,89.0,220,235,77,43,1464
13553,67,280,314,84.0,331,274,157,55,1802
13554,72,306,318,79.0,257,311,146,47,1764
13555,65,279,290,81.0,258,236,101,39,1582
13556,69,325,360,76.0,319,299,68,56,1791
13557,55,220,233,62.0,208,149,77,49,1254
13558,67,291,296,69.0,286,219,93,71,1617
13559,75,316,358,85.0,323,257,91,58,1801
13560,59,225,264,68.0,253,203,64,59,1399
13561,65,267,311,71.0,286,231,77,44,1573
13562,59,255,265,83.0,271,220,83,57,1529
13563,68,284,311,84.0,324,269,96,53,1741
13564,68,289,284,83.0,325,271,58,59,1662
13565,70,299,298,78.0,273,235,115,48,1637
13566,55,216,225,88.0,230,216,79,52,1396
13567,61,263,266,76.0,248,247,81,44,1492
13568,67,270,320,87.0,252,257,66,53,1597
13569,75,319,345,90.0,302,275,66,56,1782
13570,66,283,303,81.0,305,280,103,38,1684
13571,69,271,286,80.0,311,238,85,50,1632
13572,65,260,280,87.0,279,256,103,52,1633
13573,69,266,312,78.0,235,249,102,54,1584
13574,77,332,366,78.0,325,321,100,44,1877
13575,69,294,319,88.0,275,255,62,55,1677
13576,68,308,285,73.0,291,290,69,50,1649
13577,66,304,310,83.0,326,289,131,58,1797
13578,61,240,264,75.0,266,214,70,56,1458
13579,63,274,269,74.0,262,220,93,59,1530
13580,61,248,233,80.0,246,219,70,59,1443
13581,64,273,297,75.0,272,255,78,53,1587
13582,66,267,281,72.0,312,267,108,53,1664
13583,64,242,269,66.0,307,239,92,52,1542
13584,72,310,317,80.0,287,241,70,46,1668
13585,62,249,258,73.0,280,233,94,46,1533
13586,74,295,314,79.0,271,264,123,64,1730
13587,71,277,291,95.0,331,235,80,50,1697
13588,77,309,370,89.0,348,318,126,60,1930
13589,72,309,309,83.0,365,239,97,49,1760
13590,73,329,352,84.0,354,300,133,53,1911
13591,65,283,254,81.0,282,208,66,52,1528
13592,67,291,314,86.0,311,275,115,57,1741
13593,80,316,379,92.0,327,322,94,54,1924
13594,69,304,325,78.0,329,254,64,59,1698
13595,64,258,283,76.0,262,233,86,50,1537
13596,64,268,269,74.0,246,236,91,58,1523
13597,74,340,337,90.0,311,314,105,60,1881
13598,65,289,293,81.0,265,217,61,58,1544
13599,65,266,287,82.0,337,235,103,63,1680
13600,61,281,279,62.0,215,230,102,52,1480
13601,71,307,304,79.0,269,234,94,50,1635
13602,67,284,289,87.0,305,232,87,55,1643
13603,64,290,280,68.0,265,229,90,42,1539
13604,66,291,316,79.0,294,261,80,51,1664
13605,63,246,277,74.0,238,208,76,52,1462
13606,64,259,294,82.0,279,220,70,49,1526
13607,67,292,267,74.0,321,237,44,46,1576
13608,67,263,291,76.0,291,245,98,56,1618
13609,59,252,279,66.0,224,220,88,49,1423
13610,62,256,254,84.0,259,234,91,41,1507
13611,76,345,398,75.0,335,324,107,43,1909
13612,72,308,322,78.0,343,276,80,51,1741
13613,79,361,404,76.0,367,328,189,53,2083
13614,87,379,432,94.0,379,360,148,51,2168
13615,67,272,307,82.0,284,246,98,48,1643
13616,65,283,276,74.0,283,234,88,47,1580
13617,68,286,313,85.0,297,247,90,43,1662
13618,72,298,323,77.0,307,279,152,46,1795
13619,61,277,256,58.0,260,209,103,49,1460
13620,73,311,334,89.0,283,257,84,39,1736
13621,62,265,293,86.0,250,241,97,49,1573
13622,68,297,284,77.0,314,242,85,50,1655
13623,60,245,280,80.0,265,182,78,52,1472
13624,77,360,357,68.0,356,288,75,54,1833
13625,67,275,317,69.0,284,242,75,51,1595
13626,69,280,321,77.0,279,250,112,49,1659
13627,63,261,296,77.0,280,245,104,55,1593
13628,63,264,284,79.0,270,230,82,45,1527
13629,72,327,328,73.0,303,315,119,43,1810
13630,72,322,371,82.0,340,345,134,54,1962
13631,66,296,317,66.0,340,277,98,56,1713
13632,70,304,323,90.0,325,310,53,56,1785
13633,63,260,246,72.0,256,212,50,43,1452
13634,70,322,334,75.0,337,316,58,57,1791
13635,69,296,334,87.0,336,242,94,54,1755
13636,55,234,238,59.0,219,206,101,51,1364
13637,79,345,375,83.0,359,301,101,42,1911
13638,71,303,348,91.0,268,280,95,61,1765
13639,83,393,390,81.0,366,331,67,53,2005
13640,75,348,362,78.0,351,323,132,47,1957
13641,52,213,221,71.0,216,191,53,42,1254
13642,75,320,363,72.0,362,313,120,46,1911
13643,68,270,318,92.0,300,278,89,54,1727
13644,76,324,357,89.0,327,329,129,41,1907
13645,74,296,344,83.0,281,275,98,61,1748
13646,77,334,377,93.0,358,310,111,39,1969
13647,70,245,310,92.0,223,248,95,61,1608
13648,72,329,358,73.0,361,308,97,59,1889
13649,65,278,280,76.0,275,214,62,37,1509
13650,75,307,345,88.0,351,342,186,53,1990
13651,82,323,414,86.0,333,341,151,59,2030
13652,69,320,319,82.0,349,243,90,39,1767
13653,61,254,238,69.0,296,225,52,48,1466
13654,74,341,328,78.0,381,313,122,47,1912
13655,65,287,324,58.0,280,249,117,48,1604
13656,75,335,328,75.0,347,324,163,43,1916
13657,72,290,346,78.0,316,252,111,58,1750
13658,67,284,295,63.0,274,256,118,51,1626
13659,65,264,308,81.0,269,258,71,47,1590
13660,71,306,306,78.0,308,322,158,60,1833
13661,73,312,243,65.0,362,293,44,64,1686
13662,66,268,263,75.0,312,251,81,47,1588
13663,71,324,329,77.0,341,265,67,48,1751
13664,60,249,228,83.0,295,223,91,51,1512
13665,67,289,278,73.0,309,251,108,49,1668
13666,66,295,292,71.0,291,265,83,61,1645
13667,65,258,277,76.0,235,194,66,60,1462
13668,78,326,331,91.0,387,301,137,52,1961
13669,66,287,294,72.0,329,242,93,40,1636
13670,71,330,345,74.0,349,295,88,56,1835
13671,68,319,309,70.0,314,297,95,53,1753
13672,67,287,279,89.0,326,223,101,54,1673
13673,70,294,304,82.0,341,287,89,43,1774
13674,61,258,257,77.0,311,225,74,52,1532
13675,67,299,248,61.0,343,269,69,64,1607
13676,77,359,336,82.0,390,337,175,58,2055
13677,71,309,341,88.0,332,244,93,61,1780
13678,62,236,266,83.0,294,256,163,49,1633
13679,67,297,330,80.0,282,259,168,43,1739
13680,72,319,328,83.0,339,301,189,67,1938
13681,65,267,280,73.0,280,254,172,46,1644
13682,66,299,325,71.0,317,304,189,47,1835
13683,77,327,349,84.0,348,340,189,58,2036
13684,68,276,274,82.0,321,290,138,60,1754
13685,68,279,306,70.0,264,260,91,54,1609
13686,76,336,366,78.0,344,297,96,60,1882
13687,81,350,392,80.0,341,291,75,55,1894
13688,75,311,307,79.0,372,335,170,52,1949
13689,70,332,337,72.0,278,287,111,58,1764
13690,67,277,325,72.0,306,266,139,52,1737
13691,68,306,332,69.0,317,240,100,59,1692
13692,73,340,356,83.0,330,316,126,45,1902
13693,68,284,280,87.0,314,219,90,53,1637
13694,68,306,266,77.0,298,234,62,55,1588
13695,82,391,398,85.0,388,339,106,52,2076
13696,64,271,255,70.0,282,199,90,57,1505
13697,57,239,230,86.0,263,196,56,47,1383
13698,74,309,327,90.0,336,284,108,53,1823
13699,74,334,367,88.0,337,338,132,55,1954
13700,74,321,345,79.0,347,281,84,43,1809
13701,66,284,291,67.0,280,258,95,42,1590
13702,85,366,418,92.0,350,321,98,54,2034
13703,74,331,356,84.0,340,291,94,56,1861
13704,75,302,335,92.0,264,267,74,46,1687
13705,70,308,349,83.0,321,279,126,54,1813
13706,67,288,274,61.0,317,252,118,51,1672
13707,73,328,361,81.0,366,266,86,40,1814
13708,66,317,261,75.0,297,248,60,59,1604
13709,76,328,360,84.0,368,354,202,65,2092
13710,78,355,360,77.0,343,308,108,50,1902
13711,67,283,311,82.0,335,277,143,58,1792
13712,72,299,364,77.0,305,289,81,55,1745
13713,78,353,387,88.0,353,323,124,50,1969
13714,73,285,319,87.0,300,272,87,71,1741
13715,70,291,325,78.0,336,253,93,40,1730
13716,64,284,282,65.0,304,251,89,63,1626
13717,72,299,333,82.0,328,313,139,49,1857
13718,65,313,288,65.0,315,249,59,59,1620
13719,67,277,307,71.0,296,244,61,38,1578
13720,79,378,352,83.0,348,354,162,57,2052
13721,73,332,379,75.0,313,290,72,55,1793
13722,63,279,265,69.0,304,241,101,40,1559
13723,67,290,298,77.0,331,246,96,54,1670
13724,70,291,350,82.0,291,273,90,52,1733
13725,75,275,305,86.0,277,277,139,47,1722
13726,83,394,388,81.0,394,352,175,67,2190
13727,66,276,330,73.0,316,307,127,55,1758
13728,63,256,260,69.0,272,237,91,41,1472
13729,67,291,297,89.0,358,245,89,58,1759
13730,66,271,295,91.0,289,280,133,32,1699
13731,69,305,345,84.0,339,262,76,58,1763
13732,74,324,339,91.0,324,276,80,49,1815
13733,73,360,322,78.0,389,337,151,54,1998
13734,67,300,287,72.0,270,270,153,55,1688
13735,70,312,309,78.0,335,279,132,54,1801
13736,80,309,338,85.0,386,291,110,52,1918
13737,61,285,266,66.0,246,242,90,59,1533
13738,67,287,313,79.0,316,238,70,51,1651
13739,65,289,250,72.0,278,225,60,51,1497
13740,66,310,253,69.0,347,231,59,43,1592
13741,67,266,303,73.0,312,236,103,47,1623
13742,75,340,338,91.0,338,274,103,63,1858
13743,59,260,271,68.0,244,215,65,43,1427
13744,59,249,245,74.0,283,214,76,57,1475
13745,71,340,365,72.0,311,311,90,51,1828
13746,60,252,222,71.0,266,196,79,57,1451
13747,65,293,252,58.0,272,242,79,50,1504
13748,68,290,293,75.0,317,247,47,53,1612
13749,62,278,263,72.0,283,229,55,52,1506
13750,60,255,294,82.0,253,229,129,42,1574
13751,70,281,271,87.0,313,252,126,59,1706
13752,57,225,228,74.0,249,217,114,51,1447
13753,65,288,286,78.0,282,252,140,50,1669
13754,71,334,324,71.0,361,259,67,48,1742
13755,64,281,272,61.0,313,237,98,44,1578
13756,77,340,306,83.0,362,286,84,68,1864
13757,66,273,283,80.0,309,269,115,45,1682
13758,77,332,367,90.0,356,321,88,58,1944
13759,81,376,395,70.0,424,368,123,46,2134
13760,72,314,293,73.0,376,289,93,49,1782
13761,62,262,250,63.0,275,231,73,54,1454
13762,66,261,290,88.0,318,257,107,63,1695
13763,53,224,210,61.0,223,206,60,58,1290
13764,62,278,287,73.0,318,225,112,42,1618
13765,63,268,252,83.0,288,269,105,55,1630
13766,73,327,342,86.0,326,299,153,54,1883
13767,63,239,285,80.0,276,235,117,35,1547
13768,65,293,296,85.0,334,266,82,51,1709
13769,65,273,259,72.0,343,238,111,50,1662
13770,66,292,294,81.0,323,261,113,50,1710
13771,59,258,249,76.0,266,204,57,48,1435
13772,66,280,269,86.0,309,246,66,60,1627
13773,64,273,286,75.0,258,225,134,53,1581
13774,59,254,225,59.0,275,201,68,49,1376
13775,71,338,343,70.0,352,291,95,45,1811
13776,72,313,364,72.0,331,279,52,54,1749
13777,61,257,274,69.0,289,244,117,49,1572
13778,74,328,341,70.0,346,293,94,46,1821
13779,72,327,292,82.0,364,274,137,57,1848
13780,64,309,311,70.0,315,257,84,42,1657
13781,93,429,470,91.0,389,347,91,54,2231
13782,67,302,318,74.0,285,240,103,48,1652
13783,63,284,279,80.0,278,250,81,46,1594
13784,55,228,229,62.0,266,189,74,54,1341
13785,81,353,363,90.0,349,332,106,59,1993
13786,65,254,284,78.0,291,268,94,46,1617
13787,70,317,329,76.0,351,265,94,44,1761
13788,61,261,265,75.0,249,225,64,47,1470
13789,67,303,315,61.0,290,256,95,47,1605
13790,64,283,297,76.0,302,223,87,58,1614
13791,70,323,324,73.0,361,262,96,44,1778
13792,65,269,287,91.0,322,269,124,63,1729
13793,72,331,282,85.0,332,261,78,50,1726
13794,60,226,255,69.0,248,244,160,51,1519
13795,58,190,234,57.0,256,228,163,58,1446
13796,57,218,210,72.0,236,220,160,40,1431
13797,69,290,308,87.0,343,281,164,56,1845
13798,77,282,296,78.0,323,312,221,57,1874
13799,66,299,276,65.0,331,306,185,51,1776
13800,67,300,269,72.0,328,258,199,65,1749
13801,66,253,292,72.0,293,281,190,43,1703
13802,75,313,373,79.0,327,344,217,65,2034
13803,67,297,301,71.0,346,305,186,55,1846
13804,62,284,298,67.0,336,295,166,61,1747
13805,64,218,236,61.0,294,242,183,48,1569
13806,58,234,249,69.0,278,248,160,48,1558
13807,68,276,320,66.0,341,313,205,47,1842
13808,65,271,287,74.0,305,274,170,53,1711
13809,67,283,299,77.0,335,309,187,44,1818
13810,54,198,204,58.0,251,225,149,58,1387
13811,65,281,296,77.0,323,270,172,63,1759
13812,61,210,233,73.0,253,224,165,36,1489
13813,60,213,228,68.0,263,242,165,51,1512
13814,62,266,290,60.0,316,259,172,40,1666
13815,63,206,227,69.0,237,228,177,45,1469
13816,65,228,267,77.0,307,268,186,50,1692
13817,71,261,283,75.0,321,300,212,55,1799
13818,65,254,299,72.0,291,294,190,52,1728
13819,70,260,337,63.0,334,287,213,68,1820
13820,65,233,252,69.0,288,263,183,51,1611
13821,70,276,284,59.0,331,308,196,50,1780
13822,73,301,301,73.0,327,312,210,54,1864
13823,70,290,287,67.0,300,283,213,58,1742
13824,76,303,298,84.0,344,311,214,51,1940
13825,81,340,330,67.0,386,345,228,55,2044
13826,75,306,344,72.0,346,330,227,47,1950
13827,61,231,235,72.0,287,269,171,43,1581
13828,63,236,219,60.0,253,230,182,47,1484
13829,65,232,261,70.0,311,261,183,53,1631
13830,72,264,289,62.0,360,297,214,44,1820
13831,65,254,273,73.0,316,274,183,46,1701
13832,61,205,217,67.0,265,235,172,51,1495
13833,63,272,237,53.0,288,263,179,48,1597
13834,72,265,291,66.0,345,304,215,58,1823
13835,77,325,338,75.0,345,330,230,58,1995
13836,72,289,327,65.0,313,308,208,59,1834
13837,75,324,324,70.0,334,326,217,57,1929
13838,65,230,228,60.0,245,233,194,63,1530
13839,58,199,232,63.0,252,247,162,46,1470
13840,66,294,292,62.0,334,276,176,58,1753
13841,64,250,281,76.0,325,268,181,51,1714
13842,71,275,293,72.0,343,296,200,58,1837
13843,72,247,247,71.0,288,287,208,51,1679
13844,67,240,252,66.0,289,271,189,43,1626
13845,61,220,231,68.0,293,251,173,62,1563
13846,79,326,378,67.0,351,384,219,48,2078
13847,69,275,283,77.0,327,317,205,57,1844
13848,76,279,327,71.0,318,293,224,60,1859
13849,80,323,331,66.0,355,346,224,55,1996
13850,76,299,316,79.0,325,327,209,54,1918
13851,61,247,255,59.0,269,253,168,55,1563
13852,63,263,258,65.0,312,269,173,51,1660
13853,66,230,245,73.0,309,253,187,52,1633
13854,64,247,290,71.0,320,230,172,50,1658
13855,66,281,281,82.0,250,236,161,52,1649
13856,82,344,335,79.0,377,355,244,64,2102
13857,64,255,258,69.0,342,254,165,52,1676
13858,68,269,277,80.0,303,295,172,48,1736
13859,64,274,297,75.0,326,287,169,50,1744
13860,70,312,314,76.0,341,311,189,52,1895
13861,69,305,306,66.0,351,320,184,37,1844
13862,62,257,266,67.0,297,267,163,53,1653
13863,78,320,330,65.0,379,328,228,54,1992
13864,68,285,266,71.0,298,288,191,52,1735
13865,67,252,268,67.0,285,289,198,44,1668
13866,74,286,319,85.0,325,318,206,64,1930
13867,58,217,219,68.0,218,225,151,51,1451
13868,78,337,357,78.0,352,367,217,53,2062
13869,57,202,196,70.0,199,223,155,47,1350
13870,60,261,254,65.0,288,259,158,62,1621
13871,75,345,290,53.0,377,300,74,34,1708
13872,61,274,236,53.0,321,275,61,47,1495
13873,58,259,212,48.0,288,224,39,51,1322
13874,71,341,303,64.0,351,291,99,42,1748
13875,67,315,266,66.0,343,240,74,43,1596
13876,65,269,220,54.0,322,252,45,49,1467
13877,71,318,275,60.0,357,286,76,51,1646
13878,77,313,292,71.0,384,333,84,62,1812
13879,69,305,257,68.0,354,283,46,58,1685
13880,68,299,265,82.0,339,241,58,44,1629
13881,70,312,269,71.0,341,254,51,55,1601
13882,64,294,252,64.0,314,257,51,44,1521
13883,69,302,260,59.0,313,218,55,21,1485
13884,62,302,285,62.0,327,228,57,48,1571
13885,62,267,204,68.0,317,300,105,58,1591
13886,77,381,345,55.0,379,371,114,51,1933
13887,73,329,308,75.0,363,299,90,43,1780
13888,73,353,263,56.0,356,322,127,59,1797
13889,67,288,239,29.0,310,254,72,56,1435
13890,67,319,275,74.0,372,324,133,67,1835
13891,54,235,181,53.0,289,230,62,46,1316
13892,67,322,308,75.0,351,294,85,41,1737
13893,66,290,252,80.0,374,249,78,68,1670
13894,65,290,245,52.0,329,248,71,58,1542
13895,52,212,194,54.0,266,192,36,42,1218
13896,70,298,276,64.0,348,259,57,61,1621
13897,65,313,257,67.0,325,280,73,50,1636
13898,68,303,282,69.0,326,285,65,57,1676
13899,68,312,311,70.0,352,311,94,65,1779
13900,64,291,225,49.0,314,278,57,61,1440
13901,74,334,248,61.0,374,288,85,53,1693
13902,77,331,299,61.0,388,326,107,55,1879
13903,65,288,277,76.0,331,245,43,52,1582
13904,73,334,285,64.0,370,318,98,48,1746
13905,80,354,287,74.0,379,295,95,54,1822
13906,78,359,290,69.0,369,318,69,60,1805
13907,61,265,231,62.0,278,214,81,50,1430
13908,53,230,183,62.0,275,213,65,44,1328
13909,52,198,188,54.0,289,187,46,53,1226
13910,58,251,197,60.0,283,236,50,51,1356
13911,74,354,285,69.0,364,334,82,55,1854
13912,68,339,325,74.0,318,265,70,55,1712
13913,67,300,276,90.0,337,254,82,55,1695
13914,69,303,280,71.0,288,265,76,47,1634
13915,78,359,336,79.0,373,300,97,53,1860
13916,64,295,251,72.0,329,318,101,51,1691
13917,79,377,357,78.0,395,310,75,54,1947
13918,74,353,328,67.0,372,299,60,51,1779
13919,69,301,281,66.0,306,244,72,46,1571
13920,51,222,182,57.0,258,198,39,55,1245
13921,60,258,228,59.0,293,224,62,48,1397
13922,64,272,225,74.0,306,247,64,47,1492
13923,67,298,233,43.0,321,276,63,55,1447
13924,67,332,281,69.0,329,297,102,60,1749
13925,65,292,254,75.0,332,270,102,56,1667
13926,70,341,307,71.0,353,319,72,43,1788
13927,66,281,250,54.0,358,237,50,56,1526
13928,83,367,317,67.0,394,307,98,40,1882
13929,66,278,278,88.0,345,261,53,62,1696
13930,77,347,314,70.0,373,348,130,38,1925
13931,78,362,343,78.0,371,340,99,45,1913
13932,63,288,276,73.0,325,276,86,61,1681
13933,74,375,329,64.0,365,323,120,63,1854
